Close,High,Low,Open,Volume
AAPL,AAPL,AAPL,AAPL,AAPL
40.52433776855469,40.53374981917436,39.818584737192324,40.03031280038836,102223600
40.51728439331055,41.06306851269611,40.453769198969376,40.587860421113284,118071600
40.70549011230469,40.80900115174529,40.48200232604679,40.590215802082874,89738400
41.16892623901367,41.25596796294674,40.710187493136615,40.80193524231203,94640000
41.01601791381836,41.31243291499141,40.91720932378155,41.01601791381836,82271200
41.01131820678711,41.1830504775222,40.79488765977867,41.06307372777243,86336000
41.00190734863281,41.00426215670297,40.69843504823779,40.73607608089581,95839600
41.23479080200195,41.28419508642481,41.04894411033413,41.072467054156185,74670800
41.660606384277344,41.72412517105063,41.32184430768122,41.44652707342201,101672400
41.448883056640625,42.201685698398954,41.43711978621628,41.85116034177182,118263600
42.13346481323242,42.16875103514395,41.18540336165025,41.43947133870558,137547200
42.17109680175781,42.368710387854556,41.933494562428294,42.19697455769633,124773600
41.98289489746094,42.24637486788335,41.73588063036725,42.01818111148345,129700400
41.63943862915039,41.82293417322578,41.54533963872838,41.710014666790094,108434400
41.648841857910156,42.21344649842191,41.5970899324347,41.710009424678674,130756400
40.985443115234375,41.71001686656614,40.74548601046266,41.698253594731405,204420400
40.25379943847656,41.15716243233177,40.11735342539758,41.05365141622734,166116000
40.347900390625,40.46317468053383,40.0067871359566,40.46317468053383,156572000
39.51276397705078,40.030315517246976,39.30339070712226,40.030315517246976,202561600
39.27986526489258,39.37396424222874,38.745844414912845,38.941103203048975,184192800
39.38807678222656,39.62568261116709,39.16929505539753,39.25633678461178,129915600
39.47042465209961,39.66803469146053,39.23046755307764,39.32692135430612,188923200
37.757789611816406,39.23987179114396,37.663690637427194,39.051670252719774,346375200
36.81444549560547,38.55295096044587,36.699171165696754,37.428451002925115,290954000
38.35297775268555,38.51530154881326,36.22866109389691,36.42391989288778,272975200
37.531944274902344,38.4400133102882,37.42137960350419,38.36708607207759,206434400
36.49919509887695,37.875415031210935,36.47096612455897,37.70838522398941,217562000
36.94563674926758,37.2952268218965,35.4882203068644,37.10153633997506,282690400
38.43376541137695,38.71249173315674,37.205469418169905,37.439318826996704,243278000
38.81877899169922,38.915626027721345,38.18337304922017,38.25423682202371,130196800
39.53451156616211,39.574666879375144,38.47392976517343,38.51172066895574,162579600
40.862003326416016,40.88562218357589,39.91952334169499,40.10612781166872,204588800
40.72972106933594,41.29426687991034,40.57382508419386,40.71318823036877,160704400
40.59272003173828,41.16198381446279,40.49114778222131,40.63996134590098,135722000
40.40848159790039,41.12891984148109,40.394305957969216,40.824210262172315,149886400
40.74626541137695,41.088769530210364,40.559660912188704,40.580918968245186,123967600
41.454891204833984,41.4903212940656,40.99191761461115,41.02262609479968,135249600
42.274539947509766,42.37374779938358,41.62260109050401,41.65567037446195,152648800
42.13753128051758,42.631209661398515,42.08320395164981,42.30524208391081,155712400
42.073753356933594,42.66427876831782,42.05722051964099,42.343032800353555,151128400
41.3367805480957,42.46586489415262,40.78404960465152,42.1729629801563,195208000
41.622596740722656,41.64385479155654,40.73444417132903,40.817119174724716,153816000
41.76668930053711,41.984002252057046,41.22340511959647,41.38639073430683,113605600
41.73124313354492,42.10445557055495,41.6036912495372,42.02414499157673,95154000
41.3438606262207,41.53755467159248,41.164342216882545,41.32260257859132,126814000
41.7950325012207,41.837548606287164,41.35332058971637,41.4501640304616,95096400
42.51310348510742,42.517828697494714,41.9013200372098,42.03596155814007,128740800
42.92411804199219,43.08237844425137,42.5674419357915,42.58633558011596,128828400
42.5107421875,43.34456375226652,42.33830978231635,43.12961164465292,126774000
42.14934539794922,42.64066300838401,42.00053183011272,42.59342169290172,117473600
42.198936462402344,42.57451329215386,42.0619377646791,42.163506386142956,90975200
42.05014419555664,42.30997327388736,41.95565794538754,42.19895418261486,157618800
41.407649993896484,41.92022571039863,41.02026539871929,41.88479562107335,133787200
41.39347839355469,41.76196574354035,41.32261460987704,41.39347839355469,78597600
40.455726623535156,41.358047817252476,40.45336221452255,41.34623658503554,148219600
39.88409423828125,40.788776144457465,39.82504168750161,40.15573453015492,165963200
38.96051788330078,40.13684387899411,38.96051788330078,39.77544249715892,164115200
40.81003189086914,40.88798167912144,39.314821089188456,39.69984481787313,150164800
39.76361846923828,41.37220912260172,39.428200466117836,41.024979890328076,163690400
39.32427978515625,40.16046605398689,39.01957016113703,39.50616267933638,166674000
39.63134765625,40.56910245251977,39.42348152379272,39.63843367401271,153594000
39.37151336669922,39.90535071134835,38.849490856876166,39.36206654483249,150347200
39.77543258666992,39.86046839675425,38.946336141558724,39.598274949351016,121112000
40.536033630371094,40.630516271138916,38.920356684982025,38.946339951835434,138422000
40.81712341308594,41.154902270125014,40.64705178019245,40.765156880575056,107732800
39.77307891845703,40.74153868032574,39.730559203645306,40.38486253740354,140021200
40.16754150390625,40.88561885939545,40.120300189145865,40.12738620614586,116070800
40.92341613769531,41.10057378331304,40.5171343154028,40.86436358915607,113634400
40.73208999633789,41.08168010486738,40.55729313993223,40.682484265370796,89726400
41.133644104003906,41.3367850202748,40.87381144216381,40.961211667118185,91557200
41.273006439208984,41.535199900313415,41.06514391813738,41.284817669837054,100497200
41.530487060546875,41.61788369794142,41.296637620147855,41.34387894835349,86313600
42.10211181640625,42.26745825310823,41.669846671989795,41.688743922510305,106421600
42.007625579833984,42.23911419558709,41.78086578206531,42.00053956142134,83018000
40.81712341308594,41.42890696804026,40.78405412915007,41.043883187422836,139235200
39.14475631713867,40.443912473054546,39.076253337792586,40.29746329612147,261964400
39.03138732910156,39.42821886298326,38.75974334895568,39.40696080315733,146062000
38.488094329833984,39.2888468419974,38.08181245774639,39.132947229718724,134768000
38.655792236328125,39.073885239478145,38.362893937136036,38.4124960536142,113528400
38.79043960571289,39.147115712685135,38.58965949258528,38.76681714383377,111852000
38.34164047241211,38.8164216654581,37.94244466732278,38.73847186881804,142623200
39.03609085083008,39.50851118422438,38.22825251323955,38.29675547997915,169709600
39.94314956665039,39.96676842603567,39.03846399328197,39.30774349939117,214277600
41.707637786865234,41.98636409977902,41.053334507306936,41.391113371697195,266157600
41.78322219848633,41.927310564880564,41.204507928447114,41.54465119365853,136272800
43.422523498535156,43.52173135459083,42.08557283992824,42.10447008931243,224805200
43.73667526245117,44.329561482395036,43.63982822922894,43.741396870695354,169805600
43.9469108581543,43.98706616185838,43.38472939773349,43.696528609010116,113611200
44.25634002685547,44.26578684829078,43.75085037945465,44.065010355328624,92844800
44.88938522338867,44.967335022599265,44.32484298451341,44.3461046419575,111957200
44.71866226196289,45.06723052851886,44.44834438363177,44.93207339844352,104848800
44.61431121826172,44.941539330521934,44.54554772563119,44.818235407062005,83115200
44.208839416503906,44.35822680296151,43.89109814775914,44.28945968740703,94780800
44.62143325805664,44.68783047454128,44.10451115437147,44.12111136303756,76732400
44.33927917480469,44.79455128736202,44.18989171258797,44.57877020153368,69176000
44.17802429199219,44.533705883459916,44.135344237742586,44.38669198347093,73190800
44.49102020263672,44.87989854873457,44.3202927708689,44.57875382628581,73603200
44.37957000732422,44.78741844231723,44.28946286386451,44.668857934893204,60962800
44.664127349853516,44.69732415675465,44.04761108662604,44.18751527544852,80233600
44.61431121826172,44.777925274391826,44.15429955346018,44.7613286871413,92936000
44.716285705566406,44.97000333434927,44.495761259141034,44.633291895133006,69844000
44.55503463745117,44.75658893555853,44.31080029589294,44.48390123169971,90056400
44.46018600463867,44.57874650065104,44.28945860092652,44.51235291233845,74762000
44.31080627441406,44.63329102398866,44.13770893343191,44.3938000832276,109931200
45.109901428222656,45.11464124324762,44.519468821467925,44.576379165382164,93770000
45.4869384765625,45.863960135892334,45.37312136808532,45.44188489119969,105064800
45.83786392211914,45.98725132294344,45.61259967614161,45.78095719279913,86264000
45.996734619140625,46.020448168501474,45.50826589501609,45.91374443273693,83734400
45.87343978881836,46.048907049662205,45.6078617532443,46.034680365613255,85388800
45.45610046386719,45.527237496090784,44.99845861534631,45.33042660815007,106627200
45.34465408325195,45.520124950045464,45.102793234917435,45.37311106754647,73234000
45.59363555908203,45.67188594037212,45.32568761268084,45.382597967668204,67644400
45.21898651123047,45.735912315977416,45.157336336685375,45.6268350337419,86553600
45.24269104003906,45.425275237320285,45.105160415168235,45.4205318038614,86440400
44.77793884277344,45.090940369897595,44.640408197659504,45.06011347514685,246876800
44.75422286987305,44.86803994702497,44.38905447083197,44.550298646795206,73939600
44.031005859375,44.18276317805186,43.49985343491606,43.90058856562617,134314000
44.22307586669922,44.38905987821971,44.04049164493663,44.18750915643772,82514800
43.97645950317383,44.66173900561207,43.85315557779094,44.40090447464426,102847600
43.84843826293945,44.14009623534221,43.79627132567311,44.13298289100418,108801600
43.19633102416992,43.84841375738871,42.8548762140485,43.48798883357396,126652400
43.73223876953125,44.23019448163641,43.28408007590881,43.39078745577457,98276800
43.668216705322266,44.40803327888656,43.637389808696966,43.92193436636167,101141200
43.985958099365234,44.154315649588575,43.58285300753543,43.65399005154783,69460800
43.89347457885742,44.38668676185317,43.37180902970917,44.17327566116991,90950800
44.384307861328125,44.41276484221456,43.49273418743995,43.587584760095744,70925200
43.611297607421875,44.566895029514164,43.52119046191513,44.52895479791347,55819200
43.962242126464844,44.201736707523416,43.69666770282303,43.92904532350961,66416800
44.57164001464844,44.680713661573,43.914813752641855,43.96698066836395,69940800
45.19052505493164,45.21423498635396,44.88701043456043,44.93443391558474,79026400
45.13600158691406,45.35652246710281,45.095687817027226,45.22136532528601,63756400
44.55031204223633,45.0008406709721,44.48628833413405,44.697325961852705,75326000
45.2972297668457,45.38733691545731,44.889381308533885,44.94154822423747,72164400
45.36837387084961,45.48930431164187,45.26640993128804,45.309093604507865,50055600
45.268775939941406,45.68136420952741,45.15258533466205,45.41341991052194,60172400
45.396812438964844,45.49640281976529,44.863290215847314,44.99370748291187,62138000
45.14784240722656,45.47981401824102,45.03639523430782,45.47507058457774,65573600
45.4987907409668,45.657661419046526,44.979495033920074,44.979495033920074,81147200
45.39445114135742,45.62919864841782,45.093306416324374,45.47507142422302,82704800
45.43476104736328,45.517754855764174,44.94866220854333,45.21423660633851,63957600
45.76435852050781,45.92085926774938,45.53909426697028,45.63394123113984,74791600
46.1959114074707,46.20302474746983,45.62918878756014,45.77857616390001,66839600
46.0512809753418,46.46624281521024,45.90900689725772,46.14612794861112,76304000
45.28537368774414,46.28365482467212,45.07670963990276,46.236231341898154,96096000
45.03166198730469,45.574667630113304,44.832481162550636,45.50353058750677,84118000
45.121761322021484,45.56043669535862,44.89649705659699,45.12413484806782,157492000
47.779884338378906,47.841534499496696,46.786346710448804,47.217908692811946,271742800
49.17652893066406,49.411280046529725,47.50719851682506,47.56173533915276,249616000
49.318809509277344,49.496650300445424,48.72363334586619,49.091171704582926,133789600
49.57489013671875,49.61757018079332,49.100648127822275,49.32116892523303,101701600
49.11014175415039,49.67686092981583,49.02714793778317,49.63418087672194,102349600
49.14333724975586,49.2761244578669,48.495997801124524,48.8587927154922,90102000
49.52984619140625,49.7432536896064,49.131480945071196,49.683973426975236,93970400
49.38230895996094,49.755896331473544,49.17766955314776,49.34185744860902,98444800
49.701175689697266,50.19611770557724,49.42277148655287,49.80587545105819,103563600
49.91056823730469,50.10330930247868,49.556017482403504,50.008129695017466,82992000
50.027164459228516,50.14614077951037,49.572674044343216,49.78445174921016,115230400
50.76006317138672,50.87665765102423,50.319849298061754,50.38647575238874,114001600
51.77374267578125,51.861784002315645,50.721992303961294,50.78861876147969,141708000
51.26927185058594,52.15445223496704,51.18598698327255,51.89746660680821,121150800
51.16934585571289,51.68094632768998,50.9290149412495,51.58814492201897,104639200
51.17172622680664,51.48344366681993,50.88380187704642,50.945671899618134,76072400
51.276432037353516,51.647637693080355,51.06465426551601,51.076548996610356,75532800
51.43585205078125,51.61193470978153,51.186001011235994,51.54055181065695,73905600
51.859397888183594,52.04976072248715,51.47629400033773,51.6714132731188,82100400
52.2781982421875,52.478077603520866,52.0925954593966,52.1140103272103,91107200
53.05868148803711,53.18003966468337,52.20919240585995,52.38527504512028,109019200
53.54648208618164,54.31506809383097,52.92066548347078,53.12292667905334,195175200
54.165164947509766,54.460223921008456,53.777300951336514,53.89865550035264,173360400
54.3388671875,54.53398647204675,53.927210120489875,54.35076554614939,109560400
53.98432922363281,54.65059752630189,53.56315554843209,54.48879142911362,133332000
53.08723068237305,54.098529311811,52.65891524255497,53.83201990988597,137160000
52.658935546875,53.62740119031934,52.51854431912337,52.78981026379186,150479200
51.95219802856445,52.78979230095305,51.50960599250975,52.575632755905886,158066000
53.265708923339844,53.37278690327242,51.53103185112702,51.876062511296325,142996000
52.60419464111328,53.53934682280092,52.31151026425605,53.52507024458727,197114800
