Company Name,BSE Number,Group
Company,Code,Group
BMB Music & Magnetics Ltd.,531420,Z
BMW Industries Ltd.,542669,B
BN Holdings Ltd.,526125,XT
BNR Udyog Ltd.,530809,XT
Bobshell Electrodes Ltd.,526925,XD
Bodal Chemicals Ltd.,524370,B
Bodhi Tree Multimedia Ltd.,543767,B
Bodhtree Consulting Ltd.,539122,XT
Bombay Burmah Trading Corporation Ltd.,501425,A
Bombay Cycle & Motor Agency Ltd.,501430,X
Bombay Dyeing & Manufacturing Company Ltd.,500020,A
Bombay Oxygen Investments Ltd.,509470,X
Bombay Potteries & Tiles Ltd.,502216,ZP
Bombay Rayon Fashions Ltd.,532678,Z
Bombay Talkies Ltd.,511246,XT
Bombay Wire Ropes Ltd.,504648,X
Company,Code,Group
Bonanza Industries Ltd.,523133,Z
Bondada Engineering Ltd.,543971,M
Bonlon Industries Ltd.,543211,B
Borosil Ltd.,543212,B
Borosil Renewables Ltd.,502219,A
Borosil Scientific Ltd.,544184,B
Bosch Ltd.,500530,A
Boston Leasing and Finance Ltd.,539274,Z
Bothra Metals & Alloys Ltd.,535279,M
BPL Ltd.,500074,B
Brady & Morris Engg Co Ltd.,505690,XT
Brahmaputra Infrastructure Ltd.,535693,X
Brainbees Solutions Ltd.,544226,B
Brand Concepts Ltd.,543442,B
Brandbucket Media & Technology Ltd.,543439,MT
Brawn Biotech Ltd.,530207,X
Bridge Securities Ltd.,530249,XT
Brigade Enterprises Ltd.,532929,A
Bright Brothers Ltd.,526731,XT
Bright Outdoor Media Ltd.,543831,M
Brightcom Group Ltd.,532368,Z
Brijlaxmi Leasing & Finance Ltd.,532113,XT
Brilliant Portfolios Ltd.,539434,X
Brisk Technovision Ltd.,544101,M
Britannia Industries Ltd.,500825,A
Broach Lifecare Hospital Ltd.,544231,MT
Bronze Infra Tech Ltd.,534731,Z
Bronze Trading Ltd.,539873,Z
Brooks Laboratories Ltd.,533543,T
BSEL Algo Ltd.,532123,X
BSL Ltd.,514045,B
Budge Budge Company Ltd.,538789,X
Burnpur Cement Ltd.,532931,T
Butterfly Gandhimathi Appliances Ltd.,517421,B
BWL Ltd.,504643,Y
C & C Constructions Ltd.,532813,Z
C.E. Info Systems Ltd.,543425,A
Calcom Vision Ltd.,517236,X
California Software Company Ltd.,532386,T
Callista Industries Ltd.,539335,Z
Cals Refineries Ltd.,526652,Z
Cambridge Technology Enterprises Ltd.,532801,T
Camex Ltd.,524440,X
Camlin Fine Sciences Ltd.,532834,B
Campus Activewear Ltd.,543523,A
Camson Seeds Ltd.,540071,Z
Can Fin Homes Ltd.,511196,A
Canara Bank,532483,A
Candour Techtex Ltd.,522292,XT
Canopy Finance Ltd.,539304,X
Cantabil Retail India Ltd.,533267,B
Capacit'e Infraprojects Ltd.,540710,A
Capfin India Ltd.,539198,XT
Capital India Finance Ltd.,530879,X
Capital Small Finance Bank Ltd.,544120,B
Capital Trade Links Ltd.,538476,X
Capital Trust Ltd.,511505,T
Caplin Point Laboratories Ltd.,524742,A
Capri Global Capital Ltd.,531595,A
Capricorn Systems Global Solutions Ltd.,512169,XT
Caprihans India Ltd.,509486,X
Caprolactam Chemicals Ltd.,507486,X
Captain Pipes Ltd.,538817,B
Captain Polyplast Ltd.,536974,X
Captain Technocast Ltd.,540652,M
Carborundum Universal Ltd.,513375,A
CARE Ratings Ltd.,534804,A
Career Point Ltd.,533260,T
Cargosol Logistics Ltd.,543621,M
Cargotrans Maritime Ltd.,543618,M
Carnation Industries Ltd.,530609,X
CarTrade Tech Ltd.,543333,A
Carysil Ltd.,524091,B
Caspian Corporate Services Ltd.,534732,XT
Castrol India Ltd.,500870,A
CAT Technologies Ltd.,531682,Z
Catvision Ltd.,531158,X
CCL International Ltd.,531900,X
CCL Products India Ltd.,519600,A
CDG Petchem Ltd.,534796,XT
Ceat Ltd.,500878,A
Ceejay Finance Ltd.,530789,X
Ceenik Exports (India) Ltd.,531119,XT
Ceeta Industries Ltd.,514171,XT
Ceigall India Ltd.,544223,B
Ceinsys Tech Ltd.,538734,X
Celebrity Fashions Ltd.,532695,B
Celestial Biolabs Ltd.,532871,Z
Cella Space Ltd.,532701,Z
Cello World Ltd.,544012,B
Cenlub Industries Ltd.,522251,X
Centenial Surgical Suture Ltd.,531380,X
Centerac Technologies Ltd.,531621,X
Central Bank of India,532885,A
Central Provinces Railways Company Ltd.,501827,Z
Centron Industrial Alliance Ltd.,509499,XD
Centrum Capital Ltd.,501150,B
Centum Electronics Ltd.,517544,B
Century Enka Ltd.,500280,B
Century Extrusions Ltd. 500083 TCompany,Code,Group
Century Plyboards (India) Ltd.,532548,A
Cera Sanitaryware Ltd.,532443,A
Cerebra Integrated Technologies Ltd.,532413,T
CES Ltd.,512341,XT
CESC Ltd.,500084,A
CFF Fluid Control Ltd.,543920,M
CFSL Ltd.,511710,X
CG Power and Industrial Solutions Ltd.,500093,A
CG-VAK Software & Exports Ltd.,531489,X
Chadha Papers Ltd.,531946,XT
Chalet Hotels Ltd.,542399,A
Challani Capital Ltd.,530747,X
Chamak Holdings Ltd.,539600,X
Chaman Lal Setia Exports Ltd.,530307,B
Chambal Breweries & Distilleries Ltd.,512301,XT
Chambal Fertilisers & Chemicals Ltd.,500085,A
Chandni Machines Ltd.,542627,X
Chandra Bhagat Pharma Ltd.,542934,M
Chandra Prabhu International Ltd.,530309,X
Chandrima Mercantiles Ltd.,540829,XT
Channel Nine Entertainment Ltd.,535142,MT
Charms Industries Ltd.,531327,XT
Chartered Capital & Investment Ltd.,511696,X
Chartered Logistics Ltd.,531977,X
Chase Bright Steel Ltd.,504671,Y
Chatha Foods Ltd.,544151,M
CHD Chemicals Ltd.,539800,B
CHD Developers Ltd.,526917,Z
Checkpoint Trends Ltd.,531099,XT
Chembond Chemicals Ltd.,530871,B
Chemcon Speciality Chemicals Ltd.,543233,B
Chemcrux Enterprises Ltd.,540395,B
Chemfab Alkalis Ltd.,541269,B
Chemiesynth (Vapi) Ltd.,539230,X
Chemo Pharma Laboratories Ltd.,506365,X
Chemplast Sanmar Ltd.,506355,T
Chemtech Industrial Valves Ltd.,537326,XT
Chennai Ferrous Industries Ltd.,539011,X
Chennai Meenakshi Multispeciality Hospital Ltd.,523489,X
Chennai Petroleum Corporation Ltd.,500110,A
Cheviot Company Ltd.,526817,B
CHL Ltd.,532992,X
Choice International Ltd.,531358,A
Choksi Imaging Ltd.,530427,X
Choksi Laboratories Ltd.,526546,X
Cholamandalam Financial Holdings Ltd.,504973,A
Cholamandalam Investment & Finance Company Ltd.,511243,A
Chordia Food Products Ltd.,519475,X
Chothani Foods Ltd.,540681,M
Chowgule Steamships Ltd.,501833,X
Chromatic India Ltd.,530191,Z
Chrome Silicon Ltd.,513005,X
CIAN Agro Industries & Infrastructure Ltd.,519477,XT
Cian Healthcare Ltd.,542678,MT
CIE Automotive India Ltd.,532756,A
Cigniti Technologies Ltd.,534758,A
CIL Nova Petrochemicals Ltd.,533407,XT
CIL Securities Ltd.,530829,X
Cindrella Financial Services Ltd.,531283,X
Cindrella Hotels Ltd.,526373,X
Cineline India Ltd.,532807,B
Cinerad Communications Ltd.,530457,XT
Cinevista Ltd.,532324,B
Cipla Ltd.,500087,A
Cistro Telelink Ltd.,531775,XT
Citadel Realty & Developers Ltd.,502445,X
Citi Port Financial Services Ltd.,531235,X
Citizen Infoline Ltd.,538786,XT
Citurgia Biochemicals Ltd.,506373,XC
City Crops Agro Ltd.,544000,M
City Online Services Ltd.,538674,Z
City Pulse Multiplex Ltd.,542727,MT
City Union Bank Ltd.,532210,A
Cityman Ltd.,521210,X
Cityon Systems (India) Ltd.,780013,IP
CJ Gelatine Products Ltd.,507515,X
CL Educate Ltd.,540403,T
Clara Industries Ltd.,543435,MT
Classic Electricals Ltd.,512213,XT
Classic Global Finance And Capital Ltd.,538433,Z
Classic Leasing & Finance Ltd.,540481,XT
CLC Industries Ltd.,521082,Z
Clean Science & Technology Ltd.,543318,A
Clinitech Laboratory Ltd.,544220,M
CLIO Infotech Ltd.,530839,X
CMI Ltd.,517330,Z
CMS Info Systems Ltd.,543441,A
CMX Holdings Ltd.,532217,XT
CNI Research Ltd.,512018,XT
Coal India Ltd.,533278,A
Coastal Corporation Ltd.,501831,B
Coastal Roadways Ltd.,520131,P
Cochin Malabar Estates & Industries Ltd.,508571,XT
Cochin Minerals & Rutile Ltd.,513353,X
Cochin Shipyard Ltd.,540678,T
Coffee Day Enterprises Ltd.,539436,T
Coforge Ltd.,532541,A
Colab Cloud Platforms Ltd.,542866,X
Colgate-Palmolive (India) Ltd.,500830,A
Colinz Laboratories Ltd.,531210,X
Company,Code,Group
Colorchips New Media Ltd.,540023,X
Comfort Commotrade Ltd.,534691,XT
Comfort Fincap Ltd.,535267,X
Comfort Intech Ltd.,531216,XT
Command Polymers Ltd.,543843,MT
Commercial Syn Bags Ltd.,539986,B
Commex Technology Ltd.,532342,Z
Competent Automobiles Co Ltd.,531041,X
Compuage Infocom Ltd.,532456,Z
Compucom Software Ltd.,532339,B
Computer Age Management Services Ltd.,543232,A
Computer Point Ltd.,507833,X
Comrade Appliances Ltd.,543921,M
Conart Engineers Ltd.,522231,X
Concord Biotech Ltd.,543960,A
Concord Control Systems Ltd.,543619,M
Concord Drugs Ltd.,538965,X
Concrete Infra & Media Ltd.,539266,Z
Confidence Futuristic Energetech Ltd.,539991,X
Confidence Petroleum India Ltd.,526829,B
Consecutive Investments & Trading Company Ltd.,539091,XT
Consolidated Construction Consortium Ltd.,532902,T
Consolidated Finvest & Holdings Ltd.,500226,B
Constronics Infra Ltd.,523844,XT
Containe Technologies Ltd.,543606,MT
Container Corporation of India Ltd.,531344,A
Contil India Ltd.,531067,XT
Continental Chemicals Ltd.,506935,X
Continental Controls Ltd.,531460,X
Continental Petroleums Ltd.,523232,X
Continental Securities Ltd.,538868,XT
Control Print Ltd.,522295,B
Coral India Finance and Housing Ltd.,531556,T
Coral Laboratories Ltd.,524506,X
Coral Newsprints Ltd.,530755,XT
Cords Cable Industries Ltd.,532941,B
Coromandel Agro Products and Oils Ltd.,507543,P
Coromandel Engineering Company Ltd.,533167,XT
Coromandel International Ltd.,506395,A
Corporate Couriers & Cargo Ltd.,526737,Z
Corporate Merchant Bankers Ltd.,540199,X
Cosboard Industries Ltd.,530859,Z
Cosco (India) Ltd.,530545,X
Cosmic CRF Ltd.,543928,M
Cosmo Ferrites Ltd.,523100,XT
Cosmo First Ltd.,508814,B
Cospower Engineering Ltd.,543172,MT
Cosyn Ltd.,538922,X
Country Club Hospitality & Holidays Ltd.,526550,T
Country Condo's Ltd.,531624,B
Coventry Coil-O-Matic (Haryana) Ltd.,523415,Z
Covidh Technologies Ltd.,534920,XT
Cox & Kings Financial Services Ltd.,542641,Z
Cox & Kings Ltd.,533144,Z
Craftsman Automation Ltd.,543276,A
Crane Infrastructure Ltd.,538770,X
Cranes Software International Ltd.,512093,Z
Cranex Ltd.,522001,XT
Cravatex Ltd.,509472,X
Crazy Infra & Infomedia Ltd.,524388,Z
Creative Castings Ltd.,539527,X
Creative Eye Ltd.,532392,T
Credence Sound & Vision Ltd.,526741,XD
Credent Global Finance Ltd.,539598,X
CreditAccess Grameen Ltd.,541770,A
Credo Brands Marketing Ltd.,544058,B
Crescent Leasing Ltd.,539131,Z
Cressanda Railway Solutions Ltd.,512379,XT
Crest Ventures Ltd.,511413,B
Crestchem Ltd.,526269,XT
Crimson Metal Engineering Company Ltd.,526977,P
Crisil Ltd.,500092,A
Croissance Ltd.,531909,X
Crompton Greaves Consumer Electricals Ltd.,539876,A
Cropster Agro Ltd.,523105,XT
CRP Risk Management Ltd.,540903,M
Crysdale Industries Ltd.,502473,ZY
CSB Bank Ltd.,542867,A
CSL Finance Ltd.,530067,B
Cubex Tubings Ltd.,526027,B
Cummins India Ltd.,500480,A
Cupid Breweries & Distilleries Ltd.,512361,XD
Cupid Ltd.,530843,B
Cura Technologies Ltd.,532332,Z
CWD Ltd.,543378,MS
Cybele Industries Ltd.,531472,X
Cyber Media (India) Ltd.,532640,B
Cyberscape Multimedia Ltd.,532364,Z
Cybertech Systems & Software Ltd.,532173,T
Cyient DLM Ltd.,543933,A
Cyient Ltd.,532175,A
D & H India Ltd.,517514,XT
D P Abhushan Ltd.,544161,B
D P Wires Ltd.,543962,B
D-Link (India) Ltd.,533146,B
Dabur India Ltd.,500096,A
Dai Ichi Karkaria Ltd.,526821,X
Daikaffil Chemicals India Ltd.,530825,XT
Dalal Street Investments Ltd.,501148,XT
Dalmia Bharat Ltd. 542216 ACompany,Code,Group
Dalmia Bharat Sugar and Industries Ltd.,500097,B
Dalmia DSP Ltd.,502150,P
Dalmia Industrial Development Ltd.,539900,Z
Damodar Industries Ltd.,521220,B
Danlaw Technologies India Ltd.,532329,XT
Danube Industries Ltd.,540361,X
DAPS Advertising Ltd.,543651,M
Darjeeling Ropeway Company Ltd.,539770,XT
Darshan Orna Ltd.,539884,X
Data Patterns (India) Ltd.,543428,A
Datamatics Global Services Ltd.,532528,A
Datiware Maritime Infra Ltd.,519413,P
Daulat Securities Ltd.,530171,XT
Davangere Sugar Company Ltd.,543267,B
Dazzel Confindive Ltd.,531270,XT
DB (International) Stock Brokers Ltd.,530393,B
DB Corp Ltd.,533151,B
DC Infotech and Communication Ltd.,543636,B
DCB Bank Ltd.,532772,A
DCM Financial Services Ltd.,511611,T
DCM Ltd.,502820,T
DCM Nouvelle Ltd.,542729,B
DCM Shriram Industries Ltd.,523369,B
DCM Shriram Ltd.,523367,A
DCW Ltd.,500117,A
DCX Systems Ltd.,543650,B
Ddev Plastiks Industries Ltd.,543547,B
De Nora India Ltd.,590031,B
Deccan Bearings Ltd.,505703,XT
Deccan Cements Ltd.,502137,B
Deccan Gold Mines Ltd.,512068,B
Deccan Health Care Ltd.,542248,B
Deccan Polypacks Ltd.,531989,Z
Decillion Finance Ltd.,539190,X
Decipher Labs Ltd.,524752,X
Deco-Mica Ltd.,531227,X
Decorous Investment & Trading Co. Ltd.,539405,XT
DEE Development Engineers Ltd.,544198,B
Deep Diamond India Ltd.,539559,XT
Deep Energy Resources Ltd.,532760,T
Deep Industries Ltd.,543288,B
Deep Polymers Ltd.,541778,B
Deepak Builders & Engineers India Ltd.,544276,B
Deepak Chemtex Ltd.,544036,M
Deepak Fertilisers & Petrochemicals Corporation Ltd.,500645,A
Deepak Nitrite Ltd.,506401,A
Deepak Spinners Ltd.,514030,X
Delhivery Ltd.,543529,A
Delma Infrastructure Ltd.,512121,ZY
Delphi World Money Ltd.,533452,B
Delta Corp Ltd.,532848,A
Delta Industrial Resources Ltd.,539596,XT
Delta Leasing & Finance Ltd.,535486,Z
Delta Manufacturing Ltd.,504286,B
Delton Cables Ltd.,504240,XT
Deltron Ltd.,504256,P
Den Networks Ltd.,533137,B
Denis Chem Lab Ltd.,537536,X
Desh Rakshak Aushdhalaya Ltd.,531521,P
Dev Information Technology Ltd.,543462,B
Dev Labtech Venture Ltd.,543848,M
Devhari Exports (India) Ltd.,539197,Z
Devine Impex Ltd.,531585,X
Devoted Construction Ltd.,542002,M
Devyani International Ltd.,543330,A
DFM Foods Ltd.,519588,B
Dhabriya Polywood Ltd.,538715,XT
Dhampur Bio Organics Ltd.,543593,B
Dhampur Sugar Mills Ltd.,500119,B
Dhampure Specialty Sugars Ltd.,531923,X
Dhanada Corporation Ltd.,531198,Z
Dhanalaxmi Roto Spinners Ltd.,521216,X
Dhani Services Ltd.,532960,A
Dhanlaxmi Bank Ltd.,532180,B
Dhanlaxmi Cotex Ltd.,512485,XT
Dhanlaxmi Fabrics Ltd.,521151,X
Dhanleela Investments & Trading Company Ltd.,503637,X
Dhanuka Agritech Ltd.,507717,B
Dhanvantri Jeevan Rekha Ltd.,531043,X
Dharani Finance Ltd.,511451,X
Dharani Sugars & Chemicals Ltd.,507442,Z
Dharmaj Crop Guard Ltd.,543687,B
Dharni Capital Services Ltd.,543753,M
Dhatre Udyog Ltd.,540080,X
Dhenu Buildcon Infra Ltd.,501945,Z
Dhoot Industrial Finance Ltd.,526971,X
DHP India Ltd.,531306,X
Dhruv Consultancy Services Ltd.,541302,B
Dhruv Estates Ltd.,507886,Z
Dhruv Wellness Ltd.,540695,MT
Dhruva Capital Services Ltd.,531237,XT
Dhunseri Investments Ltd.,533336,B
Dhunseri Tea & Industries Ltd.,538902,B
Dhunseri Ventures Ltd.,523736,B
Dhyaani Tradeventures Ltd.,543516,M
Diamant Infrastructure Ltd.,508860,XT
Diamines & Chemicals Ltd.,500120,B
Diamond Power Infrastructure Ltd.,522163,T
Diana Tea Company Ltd.,530959,XT
DIC India Ltd.,500089,T
Company,Code,Group
Diffusion Engineers Ltd.,544264,B
Diggi Multitrade Ltd.,540811,M
Digicontent Ltd.,542685,T
Digidrive Distributors Ltd.,544079,B
DiGiSPICE Technologies Ltd.,517214,T
Digjam Ltd.,539979,T
Diksat Transworld Ltd.,540151,MT
Diksha Greens Ltd.,542155,M
Diligent Industries Ltd.,531153,X
Diligent Media Corporation Ltd.,540789,T
Dilip Buildcon Ltd.,540047,A
Dina Iron & Steel Ltd.,532003,P
Dindigul Farm Products Ltd.,544201,MT
Dion Global Solutions Ltd.,526927,Z
Dipna Pharmachem Ltd.,543594,M
Disa India Ltd.,500068,B
Dish TV India Ltd.,532839,A
Disha Resources Ltd.,531553,X
Dishman Carbogen Amcis Ltd.,540701,A
Divgi Torqtransfer Systems Ltd.,543812,B
Divi's Laboratories Ltd.,532488,A
Divinus Fabrics Ltd.,538432,Z
Divya Jyoti Industries Ltd.,526285,Z
Divyashakti Ltd.,526315,X
Dixon Technologies (India) Ltd.,540699,A
DJ Mediaprint & Logistics Ltd.,543193,T
DJS Stock & Shares Ltd.,511636,Z
DLF Ltd.,532868,A
DMCC Speciality Chemicals Ltd.,506405,B
DMR Hydroengineering & Infrastructure Ltd.,543410,M
Dodla Dairy Ltd.,543306,A
Dolat Algotech Ltd.,505526,B
Dolfin Rubbers Ltd.,542013,B
Dollar Industries Ltd.,541403,B
Dolphin Medical Services Ltd.,526504,XT
Dolphin Offshore Enterprises (India) Ltd.,522261,T
DOMS Industries Ltd.,544045,B
Donear Industries Ltd.,512519,T
Dot Com Global Ltd.,530391,Z
DQ Entertainment (International) Ltd.,533176,Z
Dr. Agarwal's Eye Hospital Ltd.,526783,B
Dr. Datsons Labs Ltd.,533412,X
Dr. Lal Pathlabs Ltd.,539524,A
Dr. Lalchandani Labs Ltd.,541299,M
Dr. Reddy's Laboratories Ltd.,500124,A
DRA Consultants Ltd.,540144,M
DRC Systems India Ltd.,543268,B
Dreamfolks Services Ltd.,543591,A
Dredging Corporation Of India Ltd.,523618,B
Droneacharya Aerial Innovations Ltd.,543713,M
DS Kulkarni Developers Ltd.,523890,Z
DSJ Keep Learning Ltd.,526677,T
Ducon Infratechnologies Ltd.,534674,B
Dugar Housing Developments Ltd.,511634,XT
Duke Offshore Ltd.,531471,XT
Duncan Engineering Ltd.,504908,X
Duropack Ltd.,526355,X
Duroply Industries Ltd.,516003,X
Dutron Polymers Ltd.,517437,X
Dwarikesh Sugar Industries Ltd.,532610,B
Dwitiya Trading Ltd.,538608,Z
Dynacons Systems & Solutions Ltd.,532365,B
Dynamatic Technologies Ltd.,505242,A
Dynamic Archistructures Ltd.,539681,X
Dynamic Cables Ltd.,540795,B
Dynamic Industries Ltd.,524818,X
Dynamic Microsteppers Ltd.,531330,P
Dynamic Portfolio Management & Services Ltd.,530779,X
Dynavision Ltd.,517238,X
Dynemic Products Ltd.,532707,T
E-Land Apparel Ltd.,532820,XT
Earthstahl & Alloys Ltd.,543765,M
East Buildtech Ltd.,507917,XT
East India Drums and Barrels Manufacturing Ltd.,523874,XT
East India Securities Ltd.,541053,M
East West Freight Carriers Ltd.,540006,XT
Eastcoast Steel Ltd.,520081,P
Eastern Silk Industries Ltd.,590022,T
Eastern Treads Ltd.,531346,X
Easun Capital Markets Ltd.,542906,XT
Easun Reyrolle Ltd.,532751,Z
Easy Fincorp Ltd.,511074,Z
Easy Trip Planners Ltd.,543272,A
eClerx Services Ltd.,532927,A
Eco Friendly Food Processing Park Ltd.,534839,MT
Eco Hotels and Resorts Ltd.,514402,X
Eco Recycling Ltd.,530643,XT
Ecoboard Industries Ltd.,523732,X
Econo Trade (India) Ltd.,538708,XT
Ecoplast Ltd.,526703,XT
Ecos (India) Mobility & Hospitality Ltd.,544239,B
ECS Biztech Ltd.,540063,XT
Ed & Tech International Ltd.,590038,Z
Edelweiss Financial Services Ltd.,532922,A
Educomp Solutions Ltd.,532696,Z
Eduexel Infotainment Ltd.,526483,Z
Edvenswa Enterprises Ltd.,517170,XT
Edynamics Solutions Ltd.,535694,Z
EFC (I) Ltd.,512008,X
Eicher Motors Ltd. 505200 ACompany,Code,Group
EID Parry (India) Ltd.,500125,A
Eighty Jewellers Ltd.,543518,M
EIH Associated Hotels Ltd.,523127,B
EIH Ltd.,500840,A
Eiko Lifesciences Ltd.,540204,X
Eimco Elecon (India) Ltd.,523708,B
Ejecta Marketing Ltd.,538653,Z
Ekam Leasing & Finance Company Ltd.,530581,X
Ekansh Concepts Ltd.,531364,XT
Ekennis Software Service Ltd.,543475,M
EKI Energy Services Ltd.,543284,B
EL Forge Ltd.,531144,X
Elango Industries Ltd.,513452,X
Elantas Beck India Ltd.,500123,B
Elcid Investments Ltd.,503681,XT
Eldeco Housing & Industries Ltd.,523329,B
Elecon Engineering Company Ltd.,505700,A
Electronics Mart India Ltd.,543626,A
Electrosteel Castings Ltd.,500128,A
Electrotherm (India) Ltd.,526608,T
Elegant Floriculture & Agrotech (I) Ltd.,526473,X
Elegant Marbles & Grani Industries Ltd.,526705,X
Elgi Equipments Ltd.,522074,A
Elin Electronics Ltd.,543725,B
Elitecon International Ltd.,539533,XT
Elixir Capital Ltd.,531278,XT
Ellora Paper Mills Ltd.,502374,XD
Elnet Technologies Ltd.,517477,X
Elpro International Ltd.,504000,B
EMA India Ltd.,522027,X
Emami Ltd.,531162,A
Emami Paper Mills Ltd.,533208,B
Emami Realty Ltd.,533218,B
Emco Ltd.,504008,Z
Emcure Pharmaceuticals Ltd.,544210,B
Emerald Finance Ltd.,538882,XT
Emerald Leisures Ltd.,507265,XT
Emergent Industrial Solutions Ltd.,506180,XT
Emkay Global Financial Services Ltd.,532737,T
Emmbi Industries Ltd.,533161,B
Emmessar Biotech & Nutrition Ltd.,524768,X
Emmforce Autotech Ltd.,544166,M
Emmsons International Ltd.,532038,Z
Empee Sugars and Chemicals Ltd.,500132,Z
Empire Industries Ltd.,509525,X
Empower India Ltd.,504351,X
EMS Ltd.,543983,B
eMudhra Ltd.,543533,B
Enbee Trade & Finance Ltd.,512441,X
Encash Entertainment Ltd.,538684,MT
Encode Packaging India Ltd.,530733,X
Encore Software Ltd.,531750,XD
Endurance Technologies Ltd.,540153,A
Energy Development Company Ltd.,532219,B
Engineers India Ltd.,532178,A
Enkei Wheels (India) Ltd.,533477,B
Ennore Coke Ltd.,512369,XT
Ensa Steel Industries Ltd.,512135,Z
Entero Healthcare Solutions Ltd.,544122,B
Enterprise International Ltd.,526574,X
Entertainment Network (India) Ltd.,532700,B
Envair Electrodyne Ltd.,500246,X
EP Biocomposites Ltd.,543595,M
EPACK Durables Ltd.,544095,T
EPIC Energy Ltd.,530407,XT
Epigral Ltd.,543332,B
EPL Ltd.,500135,A
EPSOM Properties Ltd.,531155,X
Epuja Spiritech Ltd.,532092,X
Equilateral Enterprises Ltd.,531262,XD
Equinox India Developments Ltd.,532832,A
Equippp Social Impact Technologies Ltd.,590057,T
Equitas Holdings Ltd.,539844,A
Equitas Small Finance Bank Ltd.,543243,A
Eraaya Lifespaces Ltd.,531035,XT
Eris Lifesciences Ltd.,540596,A
Eros International Media Ltd.,533261,Z
ERP Soft Systems Ltd.,530909,XT
Esaar (India) Ltd.,531502,X
Esab India Ltd.,500133,A
ESAF Small Finance Bank Ltd.,544020,B
Escorp Asset Management Ltd.,540455,MT
Escorts Kubota Ltd.,500495,A
Esha Media Research Ltd.,531259,XT
Eskay Kn'IT (India) Ltd.,514118,Z
Espire Hospitality Ltd.,532016,Z
Esquire Money Guarantees Ltd.,512439,ZY
Ess Dee Aluminium Ltd.,532787,Z
Essar Shipping Ltd.,533704,T
Esteem Bio Organic Food Processing Ltd.,534927,MT
Ester Industries Ltd.,500136,B
Ethos Ltd.,543532,A
ETT Ltd.,537707,X
Euphoria Infotech (India) Ltd.,544094,M
Eureka Forbes Ltd.,543482,A
Eureka Industries Ltd.,521137,XT
Euro Asia Exports Ltd.,530929,P
Euro Leder Fashions Ltd.,526468,X
Euro Multivision Ltd.,533109,Z
Eurotex Industries & Exports Ltd.,521014,T
Company,Code,Group
Evans Electric Ltd.,542668,M
Eveready Industries India Ltd.,531508,B
Everest Industries Ltd.,508906,B
Everest Kanto Cylinder Ltd.,532684,B
Everest Organics Ltd.,524790,X
Everlon Financials Ltd.,514358,XT
Evexia Lifecare Ltd.,524444,X
Evoq Remedies Ltd.,543500,M
Excel Castronics Ltd.,526735,Z
Excel Industries Ltd.,500650,B
Excel Realty N Infra Ltd.,533090,B
Exdon Trading Company Ltd.,512017,XC
Exhicon Events Media Solutions Ltd.,543895,M
Exicom Tele-Systems Ltd.,544133,B
Exide Industries Ltd.,500086,A
Expleo Solutions Ltd.,533121,B
Explicit Finance Ltd.,530571,X
Expo Gas Containers Ltd.,526614,XT
Exxaro Tiles Ltd.,543327,B
Eyantra Ventures Ltd.,512099,XT
F Mec International Financial Services Ltd.,539552,X
Faalcon Concepts Ltd.,544164,MT
Fabino Enterprises Ltd.,543444,M
Facor Alloys Ltd.,532656,X
Fairchem Organics Ltd.,543252,B
Family Care Hospitals Ltd.,516110,X
Farmax India Ltd.,590094,T
FAZE THREE Autofab Ltd.,532459,XT
Faze Three Ltd.,530079,B
FCS Software Solutions Ltd.,532666,B
FDC Ltd.,531599,A
Fedbank Financial Services Ltd.,544027,B
Fedders Electric and Engineering Ltd.,500139,Z
Fedders Holding Ltd.,511628,X
Federal Bank Ltd.,500469,A
Federal-Mogul Goetze (India) Ltd.,505744,B
Fenoplast Ltd.,526689,Z
Fermenta Biotech Ltd.,506414,XT
Ferro Alloys Corporation Ltd.,500141,X
Fervent Synergies Ltd.,533896,X
FGP Ltd.,500142,XT
Fiberweb (India) Ltd.,507910,T
FIEM Industries Ltd.,532768,B
Filaments India Ltd.,514472,XD
Filatex Fashions Ltd.,532022,T
Filatex India Ltd.,526227,B
Filmcity Media Ltd.,531486,XT
Filtra Consultants & Engineers Ltd.,539098,M
Filtron Engineers Ltd.,531191,Z
Fine Line Circuits Ltd.,517264,XT
Fine Organic Industries Ltd.,541557,A
Finelistings Technologies Ltd.,544173,M
Fineotex Chemical Ltd.,533333,A
Finkurve Financial Services Ltd.,508954,X
Fino Payments Bank Ltd.,543386,B
Finolex Cables Ltd.,500144,A
Finolex Industries Ltd.,500940,A
First Custodian Fund (India) Ltd.,511122,XT
First Financial Services Ltd.,511369,XC
First Fintec Ltd.,532379,XT
First Winner Industries Ltd.,532996,Z
Firstsource Solutions Ltd.,532809,A
Fischer Medical Ventures Ltd.,524743,T
Five Core Exim Ltd.,530885,Z
Five X Tradecom Ltd.,536751,Z
Five-Star Business Finance Ltd.,543663,A
Flair Writing Industries Ltd,544030,B
Flex Foods Ltd.,523672,X
Flexituff Ventures International Ltd.,533638,T
Flomic Global Logistics Ltd.,504380,X
Flora Textiles Ltd.,530705,XT
Fluidomat Ltd.,522017,X
Focus Business Solution Ltd.,543312,MT
Focus Industrial Resources Ltd.,534757,Z
Focus Suites Solutions & Services Ltd.,540945,M
Fomento Resorts & Hotels Ltd.,503831,X
Fone4 Communications (India) Ltd.,543521,M
Foods & Inns Ltd.,507552,B
